2025-05-26 14:22:19.876 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:29:01.614 | INFO     | chatchat.startup:start_main_server:258 - 如需查看 llm_api 日志，请前往 /root/autodl-tmp/langchain/Langchain-Chatchat/data/logs
2025-05-26 16:29:05.198 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:29:05.244 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:05.270 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:05.307 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:05.333 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:06.535 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:06.535 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:06.535 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:06.536 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:06.571 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:06.704 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:06.899 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:06.925 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:06.950 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:06.982 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:07.327 | INFO     | chatchat.startup:run_api_server:55 - Api MODEL_PLATFORMS: [PlatformConfig(platform_name='xinference', platform_type='xinference', api_base_url='http://127.0.0.1:9997/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=True, llm_models=[], embed_models=[], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='ollama', platform_type='ollama', api_base_url='http://127.0.0.1:11434/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['qwen:7b', 'qwen2:7b'], embed_models=['quentinz/bge-large-zh-v1.5'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='oneapi', platform_type='oneapi', api_base_url='http://127.0.0.1:3000/v1', api_key='sk-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['chatglm_pro', 'chatglm_turbo', 'chatglm_std', 'chatglm_lite', 'qwen-turbo', 'qwen-plus', 'qwen-max', 'qwen-max-longcontext', 'ERNIE-Bot', 'ERNIE-Bot-turbo', 'ERNIE-Bot-4', 'SparkDesk'], embed_models=['text-embedding-v1', 'Embedding-V1'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='openai', platform_type='openai', api_base_url='https://api.openai.com/v1', api_key='sk-proj-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['gpt-4o', 'gpt-3.5-turbo'], embed_models=['text-embedding-3-small', 'text-embedding-3-large'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[])]
2025-05-26 16:29:10.844 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:29:10.887 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:10.913 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:10.940 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:10.966 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:29:10.971 | INFO     | chatchat.startup:run_webui:80 - Webui MODEL_PLATFORMS: [PlatformConfig(platform_name='xinference', platform_type='xinference', api_base_url='http://127.0.0.1:9997/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=True, llm_models=[], embed_models=[], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='ollama', platform_type='ollama', api_base_url='http://127.0.0.1:11434/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['qwen:7b', 'qwen2:7b'], embed_models=['quentinz/bge-large-zh-v1.5'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='oneapi', platform_type='oneapi', api_base_url='http://127.0.0.1:3000/v1', api_key='sk-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['chatglm_pro', 'chatglm_turbo', 'chatglm_std', 'chatglm_lite', 'qwen-turbo', 'qwen-plus', 'qwen-max', 'qwen-max-longcontext', 'ERNIE-Bot', 'ERNIE-Bot-turbo', 'ERNIE-Bot-4', 'SparkDesk'], embed_models=['text-embedding-v1', 'Embedding-V1'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='openai', platform_type='openai', api_base_url='https://api.openai.com/v1', api_key='sk-proj-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['gpt-4o', 'gpt-3.5-turbo'], embed_models=['text-embedding-3-small', 'text-embedding-3-large'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[])]
2025-05-26 16:30:15.359 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:30:15.359 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:30:15.387 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:30:15.413 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:30:37.869 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:30:37.869 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:30:37.870 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:30:37.870 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:30:46.068 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:30:46.070 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:31:37.033 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:31:37.034 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:31:37.034 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:31:37.621 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in '医疗问答/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 16:31:37.647 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:33:32.713 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - JSONLinesLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/医疗问答/content/test_datasets.jsonl
2025-05-26 16:33:32.714 | ERROR    | chatchat.server.knowledge_base.utils:files2docs_in_thread_file2docs:419 - ImportError: 从文件 医疗问答/test_datasets.jsonl 加载文档时出错：jq package not found, please install it with `pip install jq`
2025-05-26 16:33:32.719 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('医疗问答', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 16:34:02.384 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - JSONLinesLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/医疗问答/content/test_datasets.jsonl
2025-05-26 16:34:02.386 | ERROR    | chatchat.server.knowledge_base.utils:files2docs_in_thread_file2docs:419 - ImportError: 从文件 医疗问答/test_datasets.jsonl 加载文档时出错：jq package not found, please install it with `pip install jq`
2025-05-26 16:34:02.393 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('医疗问答', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 16:34:23.412 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:34:31.297 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:34:31.690 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in 'samples/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 16:35:31.175 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:35:48.678 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:37:16.082 | WARNING  | chatchat.startup:start_main_server:315 - Sending SIGKILL to %s
2025-05-26 16:37:16.082 | WARNING  | chatchat.startup:start_main_server:315 - Sending SIGKILL to %s
2025-05-26 16:37:16.083 | INFO     | chatchat.startup:start_main_server:326 - Process status: %s
2025-05-26 16:37:16.083 | INFO     | chatchat.startup:start_main_server:326 - Process status: %s
2025-05-26 16:39:23.206 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:39:23.252 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:39:23.279 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:39:23.305 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:39:23.331 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:39:23.980 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:39:23.980 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:39:23.981 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:39:23.981 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:39:24.034 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in 'samples/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 16:39:24.710 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - CSVLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/samples/content/test_files/langchain-ChatGLM_closed.csv
2025-05-26 16:39:24.711 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - UnstructuredExcelLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/samples/content/test_files/langchain-ChatGLM_closed.xlsx
2025-05-26 16:39:24.712 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - CSVLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/samples/content/test_files/langchain-ChatGLM_open.csv
2025-05-26 16:39:24.713 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - UnstructuredExcelLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/samples/content/test_files/langchain-ChatGLM_open.xlsx
2025-05-26 16:39:24.714 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRPDFLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/samples/content/test_files/langchain.pdf
2025-05-26 16:39:24.715 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - UnstructuredFileLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/samples/content/test_files/test.txt
2025-05-26 16:39:24.716 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - TextLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/samples/content/分布式训练技术原理.md
2025-05-26 16:39:24.717 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - TextLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/samples/content/大模型应用技术原理.md
2025-05-26 16:39:24.728 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - TextLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/samples/content/大模型技术栈-实战与应用.md
2025-05-26 16:39:24.764 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - TextLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/samples/content/大模型技术栈-算法与原理.md
2025-05-26 16:39:24.790 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - TextLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/samples/content/大模型指令对齐训练原理.md
2025-05-26 16:39:24.836 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - TextLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/samples/content/大模型推理优化策略.md
2025-05-26 16:39:55.534 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('samples', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 16:39:55.556 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in '医疗问答/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2025-05-26 16:39:55.811 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - JSONLinesLoader used for /root/autodl-tmp/langchain/Langchain-Chatchat/data/knowledge_base/医疗问答/content/test_datasets.jsonl
2025-05-26 16:39:55.812 | ERROR    | chatchat.server.knowledge_base.utils:files2docs_in_thread_file2docs:419 - ImportError: 从文件 医疗问答/test_datasets.jsonl 加载文档时出错：jq package not found, please install it with `pip install jq`
2025-05-26 16:39:55.820 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:save:40 - 已将向量库 ('医疗问答', 'quentinz/bge-large-zh-v1.5') 保存到磁盘
2025-05-26 16:41:29.930 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:41:29.973 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:30.000 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:30.043 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:30.071 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:33.490 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:41:33.534 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:33.560 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:33.586 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:33.612 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:33.777 | INFO     | chatchat.startup:start_main_server:257 - 正在启动服务：
2025-05-26 16:41:33.781 | INFO     | chatchat.startup:start_main_server:258 - 如需查看 llm_api 日志，请前往 /root/autodl-tmp/langchain/Langchain-Chatchat/data/logs
2025-05-26 16:41:37.064 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:41:37.108 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:37.134 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:37.159 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:37.185 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:38.289 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:38.290 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:38.290 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:38.291 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:38.349 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:38.518 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:38.720 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:38.746 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:38.772 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:38.798 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:39.105 | INFO     | chatchat.startup:run_api_server:55 - Api MODEL_PLATFORMS: [PlatformConfig(platform_name='xinference', platform_type='xinference', api_base_url='http://127.0.0.1:9997/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=True, llm_models=[], embed_models=[], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='ollama', platform_type='ollama', api_base_url='http://127.0.0.1:11434/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['qwen:7b', 'qwen2:7b'], embed_models=['quentinz/bge-large-zh-v1.5'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='oneapi', platform_type='oneapi', api_base_url='http://127.0.0.1:3000/v1', api_key='sk-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['chatglm_pro', 'chatglm_turbo', 'chatglm_std', 'chatglm_lite', 'qwen-turbo', 'qwen-plus', 'qwen-max', 'qwen-max-longcontext', 'ERNIE-Bot', 'ERNIE-Bot-turbo', 'ERNIE-Bot-4', 'SparkDesk'], embed_models=['text-embedding-v1', 'Embedding-V1'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='openai', platform_type='openai', api_base_url='https://api.openai.com/v1', api_key='sk-proj-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['gpt-4o', 'gpt-3.5-turbo'], embed_models=['text-embedding-3-small', 'text-embedding-3-large'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[])]
2025-05-26 16:41:42.486 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2025-05-26 16:41:42.529 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:42.555 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:42.581 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:42.607 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:42.612 | INFO     | chatchat.startup:run_webui:80 - Webui MODEL_PLATFORMS: [PlatformConfig(platform_name='xinference', platform_type='xinference', api_base_url='http://127.0.0.1:9997/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=True, llm_models=[], embed_models=[], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='ollama', platform_type='ollama', api_base_url='http://127.0.0.1:11434/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['qwen:7b', 'qwen2:7b'], embed_models=['quentinz/bge-large-zh-v1.5'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='oneapi', platform_type='oneapi', api_base_url='http://127.0.0.1:3000/v1', api_key='sk-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['chatglm_pro', 'chatglm_turbo', 'chatglm_std', 'chatglm_lite', 'qwen-turbo', 'qwen-plus', 'qwen-max', 'qwen-max-longcontext', 'ERNIE-Bot', 'ERNIE-Bot-turbo', 'ERNIE-Bot-4', 'SparkDesk'], embed_models=['text-embedding-v1', 'Embedding-V1'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='openai', platform_type='openai', api_base_url='https://api.openai.com/v1', api_key='sk-proj-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['gpt-4o', 'gpt-3.5-turbo'], embed_models=['text-embedding-3-small', 'text-embedding-3-large'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[])]
2025-05-26 16:41:51.431 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:51.458 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:51.485 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2025-05-26 16:41:55.987 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model bge-large-zh-v1.5 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
